StartTime,EndTime,course_id,course_name,instructor_name,room
10:45 AM,12:15 PM,LRA105,Theater and Drama,Dr. Mohamed El-khateeb,R112
10:45 AM,12:15 PM,AID324,Image Processing,Dr. Yassen,L10
12:30 PM,2:00 PM,LRA401,Japanese Language (1),Dr. Kenji Tanaka,R105
2:15 PM,3:45 PM,LRA409,Research Methods,Prof. Mohamed Hassan,R114
2:15 PM,3:45 PM,AID321,Machine Learning,Eng. Salma Alashry,R106
